#,Region,Company,Product,Date of Approval,Status,Action
539,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/03/2021,Approved,View & Print
540,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/03/2021,Approved,View & Print
541,Western Region,Indian Oil Corporation Limited,MS (in KL),16/03/2021,Approved,View & Print
542,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/03/2021,Approved,View & Print
543,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/03/2021,Approved,View & Print
544,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/03/2021,Approved,View & Print
545,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/03/2021,Approved,View & Print
546,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/03/2021,Approved,View & Print
547,Central Region,Indian Oil Corporation Limited,MS (in KL),16/03/2021,Approved,View & Print
548,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/03/2021,Approved,View & Print
549,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/03/2021,Approved,View & Print
550,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/03/2021,Approved,View & Print
551,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/03/2021,Approved,View & Print
552,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/03/2021,Approved,View & Print
553,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/03/2021,Approved,View & Print
554,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/03/2021,Approved,View & Print
555,Western Region,Indian Oil Corporation Limited,MS (in KL),01/03/2021,Approved,View & Print
556,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/03/2021,Approved,View & Print
557,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/03/2021,Approved,View & Print
558,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/03/2021,Approved,View & Print
,,,Subsidized LPG (No.,,,
559,Western Region,Indian Oil Corporation Limited,,01/03/2021,Approved,View & Print
,,,of Cylinder),,,
560,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/03/2021,Approved,View & Print
561,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/03/2021,Approved,View & Print
562,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/03/2021,Approved,View & Print
563,Central Region,Indian Oil Corporation Limited,MS (in KL),01/03/2021,Approved,View & Print
564,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/03/2021,Approved,View & Print
,,,Subsidized LPG (No.,,,
565,Central Region,Indian Oil Corporation Limited,,01/03/2021,Approved,View & Print
,,,of Cylinder),,,
566,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/03/2021,Approved,View & Print
567,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/03/2021,Approved,View & Print
568,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/03/2021,Approved,View & Print
569,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/03/2021,Approved,View & Print
570,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/03/2021,Approved,View & Print
,,,Subsidized LPG (No.,,,
571,Eastern Region,Indian Oil Corporation Limited,,01/03/2021,Approved,View & Print
,,,of Cylinder),,,
572,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/02/2021,Approved,View & Print
573,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/02/2021,Approved,View & Print
574,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/02/2021,Approved,View & Print
575,Western Region,Indian Oil Corporation Limited,MS (in KL),16/02/2021,Approved,View & Print
576,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/02/2021,Approved,View & Print
577,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/02/2021,Approved,View & Print
,,,Subsidized LPG (No.,,,
578,Western Region,Indian Oil Corporation Limited,,16/02/2021,Approved,View & Print
,,,of Cylinder),,,
579,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/02/2021,Approved,View & Print
580,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/02/2021,Approved,View & Print
581,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/02/2021,Approved,View & Print
582,Central Region,Indian Oil Corporation Limited,MS (in KL),16/02/2021,Approved,View & Print
,,,Subsidized LPG (No.,,,
583,Central Region,Indian Oil Corporation Limited,,16/02/2021,Approved,View & Print
,,,of Cylinder),,,
584,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/02/2021,Approved,View & Print
585,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/02/2021,Approved,View & Print
586,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/02/2021,Approved,View & Print
587,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/02/2021,Approved,View & Print
,,,Subsidized LPG (No.,,,
588,Eastern Region,Indian Oil Corporation Limited,,16/02/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Subsidized LPG (No.,,,
589,Western Region,Indian Oil Corporation Limited,,04/02/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Subsidized LPG (No.,,,
590,Central Region,Indian Oil Corporation Limited,,04/02/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Subsidized LPG (No.,,,
591,Eastern Region,Indian Oil Corporation Limited,,04/02/2021,Approved,View & Print
,,,of Cylinder),,,
592,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/02/2021,Approved,View & Print
593,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/02/2021,Approved,View & Print
594,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/02/2021,Approved,View & Print
595,Western Region,Indian Oil Corporation Limited,MS (in KL),01/02/2021,Approved,View & Print
596,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/02/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
597,Western Region,Indian Oil Corporation Limited,,01/02/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
598,Western Region,Indian Oil Corporation Limited,,01/02/2021,Approved,View & Print
,,,of Cylinder),,,
599,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/02/2021,Approved,View & Print
600,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/02/2021,Approved,View & Print
601,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/02/2021,Approved,View & Print
602,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/02/2021,Approved,View & Print
603,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/02/2021,Approved,View & Print
604,Central Region,Indian Oil Corporation Limited,MS (in KL),01/02/2021,Approved,View & Print
605,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/02/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
606,Central Region,Indian Oil Corporation Limited,,01/02/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
607,Central Region,Indian Oil Corporation Limited,,01/02/2021,Approved,View & Print
,,,of Cylinder),,,
608,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/02/2021,Approved,View & Print
609,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/02/2021,Approved,View & Print
610,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/02/2021,Approved,View & Print
611,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/02/2021,Approved,View & Print
612,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/02/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
613,Eastern Region,Indian Oil Corporation Limited,,01/02/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
614,Eastern Region,Indian Oil Corporation Limited,,01/02/2021,Approved,View & Print
,,,of Cylinder),,,
615,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/01/2021,Approved,View & Print
616,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/01/2021,Approved,View & Print
617,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/01/2021,Approved,View & Print
618,Western Region,Indian Oil Corporation Limited,MS (in KL),16/01/2021,Approved,View & Print
619,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/01/2021,Approved,View & Print
620,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/01/2021,Approved,View & Print
621,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/01/2021,Approved,View & Print
622,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/01/2021,Approved,View & Print
623,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/01/2021,Approved,View & Print
624,Central Region,Indian Oil Corporation Limited,MS (in KL),16/01/2021,Approved,View & Print
625,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/01/2021,Approved,View & Print
626,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/01/2021,Approved,View & Print
627,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/01/2021,Approved,View & Print
628,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/01/2021,Approved,View & Print
629,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/01/2021,Approved,View & Print
630,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/01/2021,Approved,View & Print
631,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/01/2021,Approved,View & Print
632,Western Region,Indian Oil Corporation Limited,MS (in KL),01/01/2021,Approved,View & Print
633,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/01/2021,Approved,View & Print
634,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/01/2021,Approved,View & Print
635,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/01/2021,Approved,View & Print
636,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/01/2021,Approved,View & Print
637,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/01/2021,Approved,View & Print
638,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/01/2021,Approved,View & Print
639,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/01/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
640,Western Region,Indian Oil Corporation Limited,,01/01/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
641,Western Region,Indian Oil Corporation Limited,,01/01/2021,Approved,View & Print
,,,of Cylinder),,,
642,Central Region,Indian Oil Corporation Limited,MS (in KL),01/01/2021,Approved,View & Print
643,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/01/2021,Approved,View & Print
644,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/01/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
645,Central Region,Indian Oil Corporation Limited,,01/01/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
646,Central Region,Indian Oil Corporation Limited,,01/01/2021,Approved,View & Print
,,,of Cylinder),,,
647,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/01/2021,Approved,View & Print
648,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/01/2021,Approved,View & Print
649,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/01/2021,Approved,View & Print
,,,Non-Subsidized LPG,,,
650,Eastern Region,Indian Oil Corporation Limited,,01/01/2021,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
651,Eastern Region,Indian Oil Corporation Limited,,01/01/2021,Approved,View & Print
,,,of Cylinder),,,
,,,Subsidized LPG (No.,,,
652,Western Region,Indian Oil Corporation Limited,,18/12/2020,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
653,Western Region,Indian Oil Corporation Limited,,18/12/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Subsidized LPG (No.,,,
654,Central Region,Indian Oil Corporation Limited,,18/12/2020,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
655,Central Region,Indian Oil Corporation Limited,,18/12/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Subsidized LPG (No.,,,
656,Eastern Region,Indian Oil Corporation Limited,,18/12/2020,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
657,Eastern Region,Indian Oil Corporation Limited,,18/12/2020,Approved,View & Print
,,,(No. of Cylinder),,,
658,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/12/2020,Approved,View & Print
659,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/12/2020,Approved,View & Print
660,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/12/2020,Approved,View & Print
661,Western Region,Indian Oil Corporation Limited,MS (in KL),16/12/2020,Approved,View & Print
662,Western Region,Indian Oil Corporation Limited,SKO (in KL),16/12/2020,Approved,View & Print
,,,Non-Subsidized LPG,,,
663,Western Region,Indian Oil Corporation Limited,,16/12/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
664,Western Region,Indian Oil Corporation Limited,,16/12/2020,Approved,View & Print
,,,of Cylinder),,,
665,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/12/2020,Approved,View & Print
666,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/12/2020,Approved,View & Print
667,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/12/2020,Approved,View & Print
668,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/12/2020,Approved,View & Print
669,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/12/2020,Approved,View & Print
670,Central Region,Indian Oil Corporation Limited,MS (in KL),16/12/2020,Approved,View & Print
671,Central Region,Indian Oil Corporation Limited,SKO (in KL),16/12/2020,Approved,View & Print
672,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/12/2020,Approved,View & Print
673,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/12/2020,Approved,View & Print
674,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/12/2020,Approved,View & Print
675,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/12/2020,Approved,View & Print
,,,Subsidized LPG (No.,,,
676,Eastern Region,Indian Oil Corporation Limited,,16/12/2020,Approved,View & Print
,,,of Cylinder),,,
,,,Subsidized LPG (No.,,,
677,Western Region,Indian Oil Corporation Limited,,04/12/2020,Approved,View & Print
,,,of Cylinder),,,
,,,Subsidized LPG (No.,,,
678,Central Region,Indian Oil Corporation Limited,,04/12/2020,Approved,View & Print
,,,of Cylinder),,,
,,,Subsidized LPG (No.,,,
679,Eastern Region,Indian Oil Corporation Limited,,04/12/2020,Approved,View & Print
,,,of Cylinder),,,
680,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/12/2020,Approved,View & Print
681,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/12/2020,Approved,View & Print
682,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/12/2020,Approved,View & Print
683,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/12/2020,Approved,View & Print
684,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/12/2020,Approved,View & Print
685,Western Region,Indian Oil Corporation Limited,MS (in KL),01/12/2020,Approved,View & Print
686,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/12/2020,Approved,View & Print
687,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/12/2020,Approved,View & Print
688,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/12/2020,Approved,View & Print
689,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/12/2020,Approved,View & Print
690,Central Region,Indian Oil Corporation Limited,MS (in KL),01/12/2020,Approved,View & Print
691,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/12/2020,Approved,View & Print
692,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/12/2020,Approved,View & Print
693,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/12/2020,Approved,View & Print
694,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/12/2020,Approved,View & Print
695,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/12/2020,Approved,View & Print
696,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/12/2020,Approved,View & Print
,,,Non-Subsidized LPG,,,
697,Western Region,Indian Oil Corporation Limited,,01/12/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
698,Western Region,Indian Oil Corporation Limited,,01/12/2020,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
699,Central Region,Indian Oil Corporation Limited,,01/12/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
700,Central Region,Indian Oil Corporation Limited,,01/12/2020,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
701,Eastern Region,Indian Oil Corporation Limited,,01/12/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
702,Eastern Region,Indian Oil Corporation Limited,,01/12/2020,Approved,View & Print
,,,of Cylinder),,,
703,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/11/2020,Approved,View & Print
704,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/11/2020,Approved,View & Print
705,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/11/2020,Approved,View & Print
706,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/11/2020,Approved,View & Print
707,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/11/2020,Approved,View & Print
708,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/11/2020,Approved,View & Print
709,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/11/2020,Approved,View & Print
710,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/11/2020,Approved,View & Print
711,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/11/2020,Approved,View & Print
712,Central Region,Indian Oil Corporation Limited,MS (in KL),16/11/2020,Approved,View & Print
713,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/11/2020,Approved,View & Print
714,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/11/2020,Approved,View & Print
715,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/11/2020,Approved,View & Print
716,Western Region,Indian Oil Corporation Limited,MS (in KL),16/11/2020,Approved,View & Print
,,,Subsidized LPG (No.,,,
717,Western Region,Indian Oil Corporation Limited,,02/11/2020,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
718,Western Region,Indian Oil Corporation Limited,,02/11/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
719,Western Region,Indian Oil Corporation Limited,,02/11/2020,Approved,View & Print
,,,of Cylinder),,,
,,,Subsidized LPG (No.,,,
720,Central Region,Indian Oil Corporation Limited,,02/11/2020,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
721,Central Region,Indian Oil Corporation Limited,,02/11/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Subsidized LPG (No.,,,
722,Eastern Region,Indian Oil Corporation Limited,,02/11/2020,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
723,Eastern Region,Indian Oil Corporation Limited,,02/11/2020,Approved,View & Print
,,,(No. of Cylinder),,,
724,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/11/2020,Approved,View & Print
725,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/11/2020,Approved,View & Print
726,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/11/2020,Approved,View & Print
727,Western Region,Indian Oil Corporation Limited,MS (in KL),01/11/2020,Approved,View & Print
728,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/11/2020,Approved,View & Print
729,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/11/2020,Approved,View & Print
730,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/11/2020,Approved,View & Print
731,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/11/2020,Approved,View & Print
732,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/11/2020,Approved,View & Print
733,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/11/2020,Approved,View & Print
734,Central Region,Indian Oil Corporation Limited,MS (in KL),01/11/2020,Approved,View & Print
735,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/11/2020,Approved,View & Print
736,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/11/2020,Approved,View & Print
737,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/11/2020,Approved,View & Print
738,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/11/2020,Approved,View & Print
739,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/11/2020,Approved,View & Print
740,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/11/2020,Approved,View & Print
741,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/10/2020,Approved,View & Print
742,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/10/2020,Approved,View & Print
743,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/10/2020,Approved,View & Print
744,Western Region,Indian Oil Corporation Limited,MS (in KL),16/10/2020,Approved,View & Print
745,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/10/2020,Approved,View & Print
746,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/10/2020,Approved,View & Print
747,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/10/2020,Approved,View & Print
748,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/10/2020,Approved,View & Print
749,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/10/2020,Approved,View & Print
750,Central Region,Indian Oil Corporation Limited,MS (in KL),16/10/2020,Approved,View & Print
751,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/10/2020,Approved,View & Print
752,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/10/2020,Approved,View & Print
753,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/10/2020,Approved,View & Print
754,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/10/2020,Approved,View & Print
755,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/10/2020,Approved,View & Print
756,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/10/2020,Approved,View & Print
757,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/10/2020,Approved,View & Print
758,Western Region,Indian Oil Corporation Limited,MS (in KL),01/10/2020,Approved,View & Print
759,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/10/2020,Approved,View & Print
,,,Subsidized LPG (No.,,,
760,Western Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
761,Western Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
762,Western Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,of Cylinder),,,
763,Central Region,Indian Oil Corporation Limited,HSD (in KL),01/10/2020,Approved,View & Print
764,Central Region,Indian Oil Corporation Limited,MS (in KL),01/10/2020,Approved,View & Print
765,Central Region,Indian Oil Corporation Limited,SKO (in KL),01/10/2020,Approved,View & Print
,,,Subsidized LPG (No.,,,
766,Central Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
767,Central Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
768,Central Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,of Cylinder),,,
769,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),01/10/2020,Approved,View & Print
770,Eastern Region,Indian Oil Corporation Limited,MS (in KL),01/10/2020,Approved,View & Print
771,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/10/2020,Approved,View & Print
,,,Subsidized LPG (No.,,,
772,Eastern Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,of Cylinder),,,
773,Eastern Region,Indian Oil Corporation Limited,SKO (in KL),01/10/2020,Approved,View & Print
,,,Subsidized LPG (No.,,,
774,Eastern Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,of Cylinder),,,
,,,Non-Subsidized LPG,,,
775,Eastern Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,(No. of Cylinder),,,
,,,Commercial LPG (No.,,,
776,Eastern Region,Indian Oil Corporation Limited,,01/10/2020,Approved,View & Print
,,,of Cylinder),,,
777,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/10/2020,Approved,View & Print
778,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/10/2020,Approved,View & Print
779,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/10/2020,Approved,View & Print
780,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/10/2020,Approved,View & Print
781,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/10/2020,Approved,View & Print
782,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/10/2020,Approved,View & Print
783,Western Region,Indian Oil Corporation Limited,HSD (in KL),16/09/2020,Approved,View & Print
784,Western Region,Indian Oil Corporation Limited,MS (in KL),16/09/2020,Approved,View & Print
785,Central Region,Indian Oil Corporation Limited,HSD (in KL),16/09/2020,Approved,View & Print
786,Central Region,Indian Oil Corporation Limited,MS (in KL),16/09/2020,Approved,View & Print
787,Eastern Region,Indian Oil Corporation Limited,HSD (in KL),16/09/2020,Approved,View & Print
788,Eastern Region,Indian Oil Corporation Limited,MS (in KL),16/09/2020,Approved,View & Print
789,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),16/09/2020,Approved,View & Print
790,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),16/09/2020,Approved,View & Print
791,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/09/2020,Approved,View & Print
792,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),16/09/2020,Approved,View & Print
793,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/09/2020,Approved,View & Print
794,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),16/09/2020,Approved,View & Print
795,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),16/09/2020,Approved,View & Print
796,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),16/09/2020,Approved,View & Print
797,Western Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/09/2020,Approved,View & Print
798,Western Region,Bharat Petroleum Corporation Limited,MS (in KL),01/09/2020,Approved,View & Print
799,Central Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/09/2020,Approved,View & Print
800,Central Region,Bharat Petroleum Corporation Limited,MS (in KL),01/09/2020,Approved,View & Print
801,Eastern Region,Bharat Petroleum Corporation Limited,HSD (in KL),01/09/2020,Approved,View & Print
802,Eastern Region,Bharat Petroleum Corporation Limited,MS (in KL),01/09/2020,Approved,View & Print
803,Western Region,Hindustan Petroleum Corporation Limited,HSD (in KL),01/09/2020,Approved,View & Print
804,Western Region,Hindustan Petroleum Corporation Limited,MS (in KL),01/09/2020,Approved,View & Print
805,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/09/2020,Approved,View & Print
806,Western Region,Indian Oil Corporation Limited,HSD (in KL),01/09/2020,Approved,View & Print
807,Western Region,Indian Oil Corporation Limited,MS (in KL),01/09/2020,Approved,View & Print
808,Western Region,Indian Oil Corporation Limited,SKO (in KL),01/09/2020,Approved,View & Print
